taxon_id,name,obs_count
158076,Agastache foeniculum,23
161858,Dicranum fulvum,23
168326,Salix cinerea,23
204158,Liatris novae-angliae,23
204346,Linum striatum,23
320881,Juncus gerardi,23
48225,Eschscholzia californica,22
52934,Eupatorium serotinum,22
55713,Centaurea jacea,22
59060,Cyperus erythrorhizos,22
60234,Samolus parviflorus,22
60283,Echinochloa crus-galli,22
75920,Bulbostylis capillaris,22
79070,Setaria viridis,22
81595,Sibbaldiopsis tridentata,22
121268,Carex plantaginea,22
125788,Kerria japonica,22
126585,Hibiscus syriacus,22
127005,Antennaria neglecta,22
157893,Acalypha gracilens,22
167599,Pulmonaria officinalis,22
836798,Mononeuria glabra,22
950617,Anemonoides blanda,22
52501,Kolkwitzia amabilis,21
53858,Solanum tuberosum,21
57897,Salsola kali,21
77411,Hibiscus trionum,21
78174,Nasturtium officinale,21
78705,Potamogeton amplifolius,21
78712,Potamogeton natans,21
79317,Taraxacum erythrospermum,21
82203,Myrica gale,21
84261,Arisaema dracontium,21
119136,Perilla frutescens,21
128671,Salix humilis,21
129032,Euthamia caroliniana,21
129195,Rosa virginiana,21
130043,Leersia virginica,21
132614,Carex virescens,21
165747,Nowellia curvifolia,21
468143,Hyalotheca dissiliens,21
53021,Convolvulus arvensis,20
55411,Raphanus raphanistrum,20
60153,Lepidium latifolium,20
61112,Veronica scutellata,20
62394,Aureolaria pedicularia,20
76104,Carex scoparia,20
76583,Cyperus bipartitus,20
82559,Cystopteris bulbifera,20
127065,Ornithogalum nutans,20
154473,Pycnanthemum virginianum,20
158275,Amelanchier nantucketensis,20
166724,Phlox stolonifera,20
169497,Symplocos paniculata,20
204150,Crocanthemum bicknellii,20
48030,Platanthera psycodes,19
50616,Mirabilis jalapa,19
55563,Bellis perennis,19
55848,Narcissus pseudonarcissus,19
56156,Atrichum angustatum,19
57514,Galanthus elwesii,19
59747,Larix decidua,19
60284,Elymus repens,19
60742,Saururus cernuus,19
76765,Eclipta prostrata,19
79464,Utricularia gibba,19
82504,Nuphar advena,19
84364,Chasmanthium latifolium,19
85378,Eutrochium purpureum,19
116346,Bidens discoidea,19
117439,Liatris spicata,19
119826,Arabidopsis lyrata,19
120356,Eriophorum virginicum,19
123390,Bryum argenteum,19
126376,Mazus pumilus,19
128029,Entodon seductrix,19
128781,Campanula punctata,19
133266,Selaginella rupestris,19
142824,Athyrium niponicum,19
145712,Bartonia virginica,19
159659,Callicladium haldaneanum,19
160131,Carex torta,19
164566,Lespedeza cuneata,19
1138518,Claopodium rostratum,19
55814,Corydalis solida,18
78452,Persicaria hydropiper,18
118883,Porella platyphylla,18
122970,Helianthus tuberosus,18
124544,Anthriscus sylvestris,18
126873,Elymus virginicus,18
128530,Carex squarrosa,18
129607,Symphyotrichum laeve,18
130126,Salix sericea,18
160098,Carex scabrata,18
162797,Eupatorium pilosum,18
164650,Leucobryum albidum,18
165489,Mnium hornum,18
165812,Oenothera parviflora,18
166937,Pityopsis falcata,18
167016,Platanthera ciliaris,18
169144,Sorbaria sorbifolia,18
169228,Sphagnum palustre,18
170090,Utricularia radiata,18
204167,Scorzoneroides autumnalis,18
1569097,Senega polygama,18
1686778,Pseudo-fumaria lutea,18
50897,Asimina triloba,17
51138,Orontium aquaticum,17
51633,Digitaria sanguinalis,17
53052,Foeniculum vulgare,17
54409,Polypodium appalachianum,17
55826,Myosotis sylvatica,17
67792,Vaccinium stamineum,17
75584,Artemisia annua,17
76751,Dysphania pumilio,17
78678,Polygonum aviculare,17
118537,Equisetum sylvaticum,17
122090,Woodsia ilvensis,17
125790,Spiraea japonica,17
127327,Carex albicans,17
127372,Sisyrinchium montanum,17
127906,Magnolia virginiana,17
129107,Robinia hispida,17
161149,Crotalaria sagittalis,17
165603,Myriophyllum heterophyllum,17
166986,Plagiomnium ciliare,17
170331,Wisteria floribunda,17
183060,Agardhiella subulata,17
204168,Spinulum annotinum,17
593040,Reynoutria sachalinensis,17
1369716,Lamium hybridum,17
55847,Euonymus europaeus,16
58726,Quercus prinoides,16
59254,Allium schoenoprasum,16
62205,Alcea rosea,16
68357,Scilla forbesii,16
78716,Potamogeton robbinsii,16
82570,Marsilea quadrifolia,16
126654,Symphyotrichum ericoides,16
129977,Viburnum prunifolium,16
132322,Platanthera grandiflora,16
136397,Eupatorium hyssopifolium,16
152950,Carex blanda,16
154195,Physcomitrium pyriforme,16
155004,Hypericum ellipticum,16
158027,Adlumia fungosa,16
161781,Dichanthelium boscii,16
162803,Eupatorium sessilifolium,16
166805,Physalis grisea,16
460736,Coleataenia rigidula,16
468173,Xanthidium antilopaeum,16
501747,Calliergonella lindbergii,16
47691,Sherardia arvensis,15
48952,Dicentra canadensis,15
54836,Zanthoxylum americanum,15
55750,Geum rivale,15
55850,Petasites hybridus,15
55875,Crocus tommasinianus,15
56174,Echium vulgare,15
58331,Datura wrightii,15
58917,Geranium carolinianum,15
59072,Schoenoplectus pungens,15
59901,Melissa officinalis,15
76445,Coreopsis tinctoria,15
77114,Euphorbia lathyris,15
81603,Cirsium muticum,15
126658,Solidago puberula,15
127920,Caulophyllum giganteum,15
132855,Rubus pubescens,15
133034,Daphne mezereum,15
145530,Amaranthus cannabinus,15
159764,Campanula persicifolia,15
159997,Carex laxiculmis,15
161936,Diphyscium foliosum,15
165104,Malus baccata,15
48969,Antirrhinum majus,14
49666,Taxodium distichum,14
50316,Pachysandra procumbens,14
51266,Wisteria frutescens,14
60176,Atriplex prostrata,14
68543,Plantago maritima,14
76779,Eleocharis obtusa,14
81836,Tephrosia virginiana,14
121436,Spiranthes vernalis,14
160074,Carex prasina,14
160108,Carex sprengelii,14
167558,Ptilidium pulcherrimum,14
169271,Spiranthes ochroleuca,14
169933,Trichophorum planifolium,14
179786,Hepatica acutiloba,14
47570,Populus alba,13
52735,Monarda didyma,13
54261,Abies balsamea,13
54814,Amelanchier laevis,13
56022,Alchemilla mollis,13
56992,Lobularia maritima,13
57635,Hyacinthoides hispanica,13
75553,Arenaria serpyllifolia,13
78755,Prunus persica,13
119135,Eupatorium altissimum,13
121490,Tipularia discolor,13
125379,Asclepias verticillata,13
126799,Viola striata,13
127916,Streptopus lanceolatus,13
128695,Eryngium yuccifolium,13
128854,Rubus cuneifolius,13
128942,Silene stellata,13
130554,Hydrangea arborescens,13
143656,Carex gynandra,13
144021,Eleutherococcus sieboldianus,13
159106,Aureolaria virginica,13
161429,Cyperus dentatus,13
167299,Porella pinnata,13
167329,Potamogeton pulcher,13
204301,Cyperus microiria,13
204380,Phedimus spurius,13
244100,Scilla luciliae,13
506262,Xanthium orientale,13
1425372,Arisaema stewardsonii,13
1677723,Artemisia canadensis,13
48448,Zea mays,12
50625,Ptelea trifoliata,12
50709,Corallorhiza trifida,12
51432,Galearis spectabilis,12
52405,Linaria maroccana,12
52808,Poa annua,12
54329,Tropaeolum majus,12
54431,Ribes rubrum,12
59061,Cyperus squarrosus,12
62368,Nymphoides cordata,12
75566,Armoracia rusticana,12
76758,Echinochloa muricata,12
77836,Lonicera tatarica,12
116333,Panax quinquefolius,12
117326,Picea glauca,12
123945,Plagiochila porelloides,12
127306,Wisteria sinensis,12
130197,Ulva intestinalis,12
142693,Viburnum rafinesqueanum,12
158724,Artemisia stelleriana,12
159914,Carex communis,12
163181,Galium lanceolatum,12
167973,Rorippa sylvestris,12
169252,Spiraea prunifolia,12
468402,Staurastrum arctiscon,12
471486,Xanthidium cristatum,12
553158,Opuntia cespitosa,12
950603,Anemonoides nemorosa,12
1473617,Asarum reflexum,12
51734,Physalis philadelphica,11
54522,Pisum sativum,11
55667,Sagina procumbens,11
55967,Galeopsis bifida,11
57862,Rhynchospora alba,11
58776,Amaranthus retroflexus,11
59108,Potamogeton nodosus,11
61396,Origanum vulgare,11
62642,Solanum rostratum,11
75307,Agrimonia gryposepala,11
77917,Lysimachia thyrsiflora,11
78823,Ranunculus flabellaris,11
79383,Tradescantia ohiensis,11
84349,Campanula glomerata,11
119805,Ligustrum vulgare,11
122587,Monarda citriodora,11
123117,Ceratodon purpureus,11
123957,Coreopsis tripteris,11
124155,Atrichum undulatum,11
126702,Stellaria pubera,11
133356,Cercidiphyllum japonicum,11
143435,Dichanthelium latifolium,11
144023,Galium pilosum,11
161899,Digitalis lutea,11
166381,Penstemon hirsutus,11
167808,Rhodobryum ontariense,11
345167,Pediastrum duplex,11
470514,Micrasterias radiosa,11
635325,Hypericum prolificum,11
1452518,Dysphania atriplicifolia,11
1597481,Ranunculus caricetorum,11
48543,Mycelis muralis,10
48625,Oenothera speciosa,10
54404,Papaver rhoeas,10
54807,Fraxinus nigra,10
55759,Silene dioica,10
55977,Malva moschata,10
57858,Veronica anagallis-aquatica,10
58320,Koelreuteria paniculata,10
58722,Pinus sylvestris,10
61964,Prunus avium,10
62372,Utricularia cornuta,10
71127,Artemisia ludoviciana,10
75600,Aruncus dioicus,10
76541,Cucurbita pepo,10
77495,Ipomoea hederacea,10
77965,Matricaria chamomilla,10
78150,Myosotis laxa,10
78927,Sagittaria rigida,10
79169,Spergularia marina,10
82581,Sisyrinchium atlanticum,10
116688,Helianthus giganteus,10
118768,Hydrastis canadensis,10
120000,Funaria hygrometrica,10
124385,Tetraphis pellucida,10
125721,Solidago rigida,10
127156,Mazus miquelii,10
129022,Carex rosea,10
129314,Chrysogonum virginianum,10
130950,Nabalus albus,10
133037,Carex cephalophora,10
153410,Triosteum aurantiacum,10
158005,Actinidia arguta,10
159194,Bassia scoparia,10
161739,Desmodium marilandicum,10
161794,Dichanthelium linearifolium,10
163058,Forsythia suspensa,10
163272,Geum laciniatum,10
167289,Polytrichum ohioense,10
245813,Viola primulifolia,10
468507,Micrasterias furcata,10
773385,Spiranthes cernua,10
773386,Spiranthes arcisepala,10
47553,Taxus baccata,9
48684,Carex typhina,9
49222,Amelanchier stolonifera,9
52801,Lolium perenne,9
52998,Conium maculatum,9
53294,Sonchus oleraceus,9
54860,Ulmus rubra,9
55756,Geranium phaeum,9
56422,Ricciocarpos natans,9
57847,Muscari armeniacum,9
58205,Maclura pomifera,9
62310,Hudsonia tomentosa,9
62652,Mentha spicata,9
64208,Symphyotrichum subulatum,9
68598,Platanthera flava,9
68846,Muscari neglectum,9
76206,Cenchrus longispinus,9
76856,Eragrostis pectinacea,9
77068,Erysimum cheiranthoides,9
77797,Lobelia erinus,9
78016,Menyanthes trifoliata,9
81796,Oxalis violacea,9
82812,Iris cristata,9
84510,Filipendula rubra,9
117426,Magnolia acuminata,9
129024,Carex amphibola,9
130365,Sanicula marilandica,9
130376,Solidago speciosa,9
152952,Carex granularis,9
154189,Aulacomnium palustre,9
158042,Aesculus parviflora,9
163266,Geranium thunbergii,9
164468,Lechea tenuifolia,9
166067,Panicum amarum,9
167328,Potamogeton perfoliatus,9
204347,Liparis liliifolia,9
446794,Lycoris squamigera,9
480633,Oophila amblystomatis,9
1257397,Dichanthelium microcarpon,9
1569118,Senega verticillata,9
48629,Prunus americana,8
52468,Philadelphus coronarius,8
52973,Cerastium glomeratum,8
54781,Quercus macrocarpa,8
56415,Riccia fluitans,8
58389,Sorghum bicolor,8
60206,Lycopus americanus,8
60307,Poa pratensis,8
63951,Pyrus communis,8
76342,Circaea alpina,8
77151,Fimbristylis autumnalis,8
77393,Heteranthera dubia,8
78348,Parietaria pensylvanica,8
78569,Physalis longifolia,8
78889,Rotala ramosior,8
82572,Gymnocarpium dryopteris,8
85331,Ratibida pinnata,8
116364,Allium cernuum,8
121270,Carex laxiflora,8
122555,Hylocomium splendens,8
123638,Acer ginnala,8
126756,Lathyrus vernus,8
127367,Sanicula odorata,8
128728,Iris reticulata,8
129313,Luzula acuminata,8
129446,Honckenya peploides,8
129696,Carex radiata,8
130459,Carex annectens,8
132597,Desmodium canescens,8
133317,Agalinis maritima,8
135655,Pinus thunbergii,8
136366,Gnaphalium uliginosum,8
137722,Dryopteris erythrosora,8
147037,Jeffersonia diphylla,8
147321,Digitalis lanata,8
163166,Galium album,8
163184,Galium palustre,8
164571,Lespedeza stuevei,8
165075,Magnolia macrophylla,8
166180,Paspalum laeve,8
168207,Rudbeckia subtomentosa,8
169432,Suaeda maritima,8
170063,Ulota hutchinsiae,8
170205,Viburnum setigerum,8
170361,Xyris difformis,8
200071,Citrus trifoliata,8
204340,Lamprocapnos spectabilis,8
468131,Bambusina borreri,8
468158,Desmidium swartzii,8
468235,Micrasterias rotata,8
468351,Micrasterias mahabuleshwarensis,8
468417,Eudorina elegans,8
558074,Dasysiphonia japonica,8
559683,Cleome houtteana,8
1068237,Borodinia canadensis,8
48602,Datura metel,7
51884,Urtica dioica,7
53460,Gaultheria hispidula,7
54843,Salix bebbiana,7
57277,Veronica americana,7
59068,Scirpus microcarpus,7
62313,Nigella damascena,7
63348,Sparganium eurycarpum,7
67759,Coriandrum sativum,7
67842,Radula complanata,7
71141,Alopecurus pratensis,7
75463,Antennaria howellii,7
76023,Carex canescens,7
76746,Dysphania ambrosioides,7
77129,Fallopia convolvulus,7
77301,Gratiola neglecta,7
77493,Ipheion uniflorum,7
78144,Muhlenbergia schreberi,7
78891,Rubus laciniatus,7
79012,Scrophularia lanceolata,7
79385,Tragopogon pratensis,7
79488,Verbena bracteata,7
82413,Scrophularia marilandica,7
83992,Betula pendula,7
129677,Lespedeza bicolor,7
130808,Carex trisperma,7
132600,Tilia cordata,7
133094,Scutellaria incana,7
141620,Danthonia compressa,7
157924,Achillea filipendulina,7
159878,Carex atlantica,7
160101,Carex seorsa,7
161782,Dichanthelium commutatum,7
162195,Echinochloa walteri,7
162891,Eurybia spectabilis,7
164132,Iris prismatica,7
164460,Lechea maritima,7
165975,Orthotrichum stellatum,7
167263,Polygonum tenue,7
167295,Populus heterophylla,7
167609,Pycnanthemum incanum,7
167943,Robinia viscosa,7
168154,Rubus rosa,7
168250,Rumex sanguineus,7
170192,Veronica longifolia,7
320888,Pilosella piloselloides,7
341568,Scapania nemorea,7
430390,Pandorina morum,7
467501,Euastrum bidentatum,7
468491,Staurastrum hirsutum,7
471359,Spirotaenia condensata,7
471571,Cosmarium ovale,7
494403,Sorastrum americanum,7
734805,Petrosedum rupestre,7
772984,Sporobolus michauxianus,7
1138381,Hylocomiadelphus triquetrus,7
47745,Equisetum fluviatile,6
50713,Cypripedium parviflorum,6
51147,Crataegus monogyna,6
51618,Myrrhis odorata,6
52632,Scirpus hattorianus,6
53785,Fumaria officinalis,6
55858,Cornus mas,6
56164,Verbascum nigrum,6
56188,Vicia hirsuta,6
57020,Eleocharis acicularis,6
57510,Leucojum vernum,6
57623,Elodea nuttallii,6
58745,Cornus rugosa,6
59051,Cyperus difformis,6
60180,Suaeda calceoliformis,6
60264,Triglochin maritima,6
60987,Lepidium didymum,6
62671,Pueraria montana,6
63319,Verbena stricta,6
64239,Stuckenia pectinata,6
70010,Viola canadensis,6
75997,Cannabis sativa,6
76069,Carex leptalea,6
76217,Centaurium pulchellum,6
77058,Eruca vesicaria,6
77781,Linum grandiflorum,6
78706,Potamogeton berchtoldii,6
79156,Sonchus arvensis,6
82565,Dryopteris clintoniana,6
84146,Juncus canadensis,6
84954,Asplenium ruta-muraria,6
116350,Cladium mariscoides,6
119799,Acalypha virginica,6
122592,Paspalum setaceum,6
123790,Fontinalis antipyretica,6
126372,Ranunculus micranthus,6
127181,Pieris japonica,6
127597,Sedum ternatum,6
127921,Galium asprellum,6
128038,Corydalis flavula,6
128714,Poa alsodes,6
128838,Symphoricarpos orbiculatus,6
129000,Elymus canadensis,6
129048,Physocarpus opulifolius,6
129483,Oryzopsis asperifolia,6
129635,Carex vestita,6
131003,Diodia virginiana,6
132599,Juncus greenei,6
133382,Amelanchier canadensis,6
143495,Elymus riparius,6
154309,Carex trichocarpa,6
158043,Aethusa cynapium,6
158161,Aletris farinosa,6
159967,Carex grisea,6
160003,Carex lupuliformis,6
160038,Carex normalis,6
161745,Desmodium perplexum,6
163337,Glyceria melicaria,6
163518,Hamamelis vernalis,6
164771,Lophocolea heterophylla,6
167120,Pogonatum pensilvanicum,6
167881,Rhynchospora macrostachya,6
168322,Salix candida,6
169721,Thermopsis villosa,6
170379,Xyris torta,6
204324,Gillenia trifoliata,6
204361,Nabalus serpentaria,6
245933,Pediastrum angulosum,6
336266,Echinops bannaticus,6
410578,Hydrangea petiolaris,6
468279,Desmidium grevillei,6
471578,Desmidium baileyi,6
471668,Cosmarium pseudoconnatum,6
472700,Micrasterias muricata,6
473862,Staurodesmus extensus,6
494401,Stauridium tetras,6
523985,Waldsteinia ternata,6
575102,Alkekengi officinarum,6
962637,Pontederia crassipes,6
1303099,Greeneochloa coarctata,6
48178,Galinsoga parviflora,5
48523,Symphoricarpos albus,5
49367,Scirpus pendulus,5
50859,Catalpa bignonioides,5
51251,Rheum rhabarbarum,5
51636,Fatoua villosa,5
51988,Physalis peruviana,5
53050,Epilobium ciliatum,5
53271,Brassica rapa,5
54265,Sorbus americana,5
54783,Quercus muehlenbergii,5
55022,Jasione montana,5
55845,Viola odorata,5
55895,Agrimonia parviflora,5
56739,Ricinus communis,5
57511,Galanthus woronowii,5
57859,Utricularia intermedia,5
58729,Toxicodendron rydbergii,5
58748,Cornus obliqua,5
61167,Alisma triviale,5
61470,Rhinanthus minor,5
62315,Lycopodiella appressa,5
62339,Verbascum densiflorum,5
62352,Lobelia dortmanna,5
64162,Rorippa palustris,5
75766,Bidens laevis,5
76007,Carduus nutans,5
76124,Carex utriculata,5
77583,Juncus marginatus,5
77666,Lepidium densiflorum,5
78337,Panicum capillare,5
79141,Solanum nigrum,5
79463,Ulmus pumila,5
81593,Symphyotrichum dumosum,5
82309,Carex lacustris,5
117444,Iris virginica,5
118784,Equisetum variegatum,5
119450,Calluna vulgaris,5
125714,Silene regia,5
127700,Oenothera pilosella,5
129436,Solidago arguta,5
129775,Sphagnum girgensohnii,5
132807,Sphagnum squarrosum,5
141170,Carex digitalis,5
143405,Agrostis perennans,5
143889,Eurybia schreberi,5
153908,Pycnanthemum verticillatum,5
157424,Halesia carolina,5
158667,Aristida purpurascens,5
159658,Callicarpa dichotoma,5
159866,Carex albursina,5
159974,Carex hirtifolia,5
161729,Desmodium ciliare,5
161955,Diplophyllum apiculatum,5
163041,Fontinalis hypnoides,5
163045,Fontinalis novae-angliae,5
163834,Hosta ventricosa,5
164708,Lolium arundinaceum,5
164763,Lonicera fragrantissima,5
165632,Najas minor,5
167318,Potamogeton bicupulatus,5
168642,Scirpus expansus,5
169209,Sphagnum cuspidatum,5
169480,Symphyotrichum praealtum,5
169983,Trillium catesbaei,5
170260,Viola selkirkii,5
170344,Xanthorhiza simplicissima,5
200882,Micrasterias truncata,5
204147,Brachyelytrum aristosum,5
204194,Juncus pylaei,5
359219,Euonymus hamiltonianus,5
468204,Micrasterias laticeps,5
468209,Coelastrum pulchrum,5
468211,Netrium digitus,5
468234,Micrasterias denticulata,5
472643,Desmidium aptogonum,5
493517,Staurodesmus megacanthus,5
773033,Sporobolus cynosuroides,5
783544,Sanguisorba canadensis,5
865984,Kalmia polifolia,5
1363874,Alchemilla australis,5
1409442,Dryopteris goldieana,5
1486895,Cosmarium dentatum,5
48256,Pseudotsuga menziesii,4
48378,Tricyrtis hirta,4
48691,Liatris pycnostachya,4
48984,Centaurea montana,4
52846,Anthriscus caucalis,4
53789,Tiarella cordifolia,4
54654,Chionanthus virginicus,4
54776,Cornus drummondii,4
55819,Primula veris,4
55852,Brunnera macrophylla,4
55884,Rosa canina,4
56133,Quercus robur,4
56193,Acer campestre,4
57036,Euphorbia peplus,4
60462,Butomus umbellatus,4
60750,Carex hystericina,4
61326,Ajuga genevensis,4
63802,Pyrola chlorantha,4
64538,Celastrus scandens,4
68087,Abies concolor,4
69753,Houstonia longifolia,4
69810,Sagittaria graminea,4
70265,Myosotis discolor,4
71136,Barbarea verna,4
77719,Leucanthemum maximum,4
78163,Najas guadalupensis,4
78465,Petroselinum crispum,4
78836,Ratibida columnifera,4
78997,Schoenoplectus subterminalis,4
79325,Teesdalia nudicaulis,4
82511,Euphorbia myrsinites,4
82571,Lygodium palmatum,4
83152,Itea virginica,4
84328,Galium verum,4
117438,Dipsacus laciniatus,4
117512,Clematis occidentalis,4
119141,Dioscorea polystachya,4
121981,Triosteum perfoliatum,4
123634,Trillium cuneatum,4
125348,Crocus chrysanthus,4
125487,Ribes americanum,4
126749,Uvularia grandiflora,4
126869,Ipomoea quamoclit,4
127031,Rhizomnium punctatum,4
128234,Hieracium gronovii,4
128614,Cornus kousa,4
128655,Ptilimnium capillaceum,4
128901,Asarum europaeum,4
128927,Lactuca hirsuta,4
129488,Pulmonaria saccharata,4
129599,Solidago ulmifolia,4
130751,Rubus dalibarda,4
131125,Salix interior,4
132674,Neckera pennata,4
133386,Taxus cuspidata,4
142626,Oenothera perennis,4
147294,Ruta graveolens,4
158125,Agrimonia pubescens,4
158413,Antennaria parlinii,4
159610,Buxbaumia aphylla,4
159873,Carex appalachica,4
159972,Carex hirsutella,4
160041,Carex novae-angliae,4
160059,Carex pedunculata,4
160277,Centaurea nigrescens,4
160354,Ceratophyllum echinatum,4
160864,Corallorhiza odontorhiza,4
161804,Dichanthelium sphaerocarpon,4
163710,Heteranthera reniformis,4
164569,Lespedeza frutescens,4
164969,Lycopus amplectens,4
165002,Lysimachia hybrida,4
165004,Lysimachia japonica,4
165944,Orthotrichum anomalum,4
166114,Papaver orientale,4
166296,Pellia epiphylla,4
166871,Pilea fontana,4
166883,Pinellia ternata,4
166900,Piptochaetium avenaceum,4
167042,Platygyrium repens,4
167330,Potamogeton spirillus,4
167722,Ranunculus fascicularis,4
168289,Sagina japonica,4
169207,Sphagnum compactum,4
169276,Spiranthes tuberosa,4
204269,Carex glaucodea,4
204277,Crataegus biltmoreana,4
204330,Iris domestica,4
204394,Prunus susquehanae,4
244873,Euastrum oblongum,4
288069,Avenella flexuosa,4
358065,Schoenoplectiella purshiana,4
426847,Toona sinensis,4
468183,Cosmarium granatum,4
468201,Micrasterias pinnatifida,4
470518,Closterium ehrenbergii,4
471408,Triploceras gracile,4
471432,Staurastrum alternans,4
471655,Staurodesmus convergens,4
494399,Pseudopediastrum boryanum,4
635134,Tripora divaricata,4
705439,Veronica sublobata,4
793678,Salicornia ambigua,4
793969,Viburnum wrightii,4
864808,Micrasterias compereana,4
931646,Oxybasis glauca,4
947244,Marchantia quadrata,4
1007818,Cyperus subsquarrosus,4
1008008,Staurodesmus octocornis,4
1158196,Frullania asagrayana,4
1190044,Desmodesmus brasiliensis,4
1294081,Coryphopteris simulata,4
1569029,Senega nuttallii,4
1629442,Crataegus straminea,4
48078,Acer nigrum,3
48538,Cytisus scoparius,3
49705,Pieris floribunda,3
50832,Gilia tricolor,3
52994,Claytonia perfoliata,3
53266,Sisymbrium officinale,3
54050,Crepis capillaris,3
54055,Achillea ptarmica,3
54227,Fagus sylvatica,3
54461,Aristolochia serpentaria,3
54491,Corylus avellana,3
54838,Populus balsamifera,3
54849,Salix purpurea,3
55827,Helleborus foetidus,3
56063,Sorbus aucuparia,3
56441,Blasia pusilla,3
58188,Mentha arvensis,3
58755,Cystopteris fragilis,3
59066,Schoenoplectus americanus,3
59107,Potamogeton foliosus,3
59936,Nemophila maculata,3
60287,Hordeum jubatum,3
61168,Arum italicum,3
61963,Oxalis debilis,3
62396,Chaenorhinum minus,3
62772,Aristolochia macrophylla,3
68479,Lolium multiflorum,3
75395,Amaranthus hybridus,3
75767,Bidens tripartita,3
75968,Calystegia silvatica,3
76021,Carex buxbaumii,3
76035,Carex echinata,3
76063,Carex lasiocarpa,3
76585,Cyperus flavescens,3
76589,Cyperus iria,3
76782,Eleocharis palustris,3
77120,Euphorbia virgata,3
77188,Galium boreale,3
77481,Hypericum calycinum,3
77913,Lycopodiella inundata,3
78715,Potamogeton richardsonii,3
79312,Tagetes erecta,3
79527,Wolffia brasiliensis,3
79546,Zannichellia palustris,3
82816,Viola sororia,3
83435,Diospyros virginiana,3
117432,Euonymus atropurpureus,3
118749,Rhododendron calendulaceum,3
118774,Maianthemum trifolium,3
119343,Symphyotrichum oblongifolium,3
119892,Andromeda polifolia,3
120355,Spiranthes lacera,3
120507,Euphorbia marginata,3
120519,Solanum sarrachoides,3
120580,Gentiana andrewsii,3
122086,Sceptridium oneidense,3
123751,Climacium dendroides,3
123769,Lepidozia reptans,3
124485,Scrophularia nodosa,3
126339,Sabatia stellaris,3
126657,Solidago uliginosa,3
126887,Berberis aquifolium,3
127045,Scutellaria integrifolia,3
128039,Chaerophyllum procumbens,3
128570,Styrax japonicus,3
128769,Ligustrum sinense,3
129115,Knautia arvensis,3
129633,Carex bushii,3
129767,Scirpus atrovirens,3
129774,Festuca subverticillata,3
131230,Platanthera aquilonis,3
133352,Malus hupehensis,3
133397,Buxus sempervirens,3
135230,Cardamine parviflora,3
135790,Pinus nigra,3
136604,Ptilium crista-castrensis,3
141075,Cyperus grayi,3
142756,Galium obtusum,3
143716,Juncus secundus,3
143787,Magnolia kobus,3
145601,Fagopyrum esculentum,3
146816,Lablab purpureus,3
146876,Malva alcea,3
152949,Carex arctata,3
153200,Viburnum nudum,3
153942,Rhododendron canadense,3
154323,Hypericum majus,3
156872,Thelia hirtella,3
157470,Hasteola suaveolens,3
158615,Argentina anserina,3
159053,Atrichum crispum,3
159101,Aulacomnium heterostichum,3
159408,Brachythecium salebrosum,3
159930,Carex davisii,3
159945,Carex emoryi,3
160001,Carex lucorum,3
161074,Crataegus pruinosa,3
161175,Cruciata pedemontana,3
162258,Eleocharis robbinsii,3
162821,Euphorbia esula,3
163339,Glyceria obtusa,3
163785,Hieracium lachenalii,3
163800,Hieracium sabaudum,3
163956,Hypericum boreale,3
164041,Ilex laevigata,3
164247,Jubula pennsylvanica,3
165744,Notothylas orbicularis,3
167115,Podostemum ceratophyllum,3
167309,Portulaca grandiflora,3
167472,Prunus tomentosa,3
168857,Sericocarpus linifolius,3
169780,Tithonia rotundifolia,3
170141,Verbascum phoeniceum,3
170262,Viola septentrionalis,3
204273,Coleataenia longifolia,3
204304,Drymocallis arguta,3
277657,Berberis bealei,3
349786,Euonymus japonicus,3
361065,Scilla mischtschenkoana,3
406034,Silene chalcedonica,3
468186,Euastrum verrucosum,3
468276,Geminella ellipsoidea,3
468281,Closterium kuetzingii,3
468305,Cosmarium porteanum,3
468420,Euastrum humerosum,3
468570,Staurastrum wolleanum,3
471520,Cosmarium quadrum,3
472693,Dictyosphaerium ehrenbergianum,3
472695,Micrasterias foliacea,3
545305,Cardamine occulta,3
549981,Primula meadia,3
556044,Patis racemosa,3
590726,Oenothera lindheimeri,3
859269,Veronica umbrosa,3
894458,Waldsteinia fragarioides,3
909284,Lacunastrum gracillimum,3
966205,Alnus glutinosa,3
1045161,Rosa luciae,3
1100247,Comasiella arcuata,3
1506724,Sagittaria spongiosa,3
1514296,Gonatozygon kinahanii,3
1555600,Elodea densa,3
1561772,Parogonum ciliinode,3
1567390,Reynoutria compacta,3
1569105,Senega ambigua,3
48588,Campanula trachelium,2
49342,Castilleja coccinea,2
49475,Corallorhiza maculata,2
50202,Bidens bipinnata,2
50648,Nemophila menziesii,2
51306,Linum usitatissimum,2
51726,Myosotis arvensis,2
52328,Amaranthus cruentus,2
53076,Geranium molle,2
53219,Salvia hispanica,2
53771,Cotoneaster horizontalis,2
53856,Ilex aquifolium,2
53925,Galax urceolata,2
54824,Crataegus crus-galli,2
54848,Salix petiolaris,2
55739,Viola tricolor,2
55769,Crocus vernus,2
55798,Tulipa sylvestris,2
55801,Carpinus betulus,2
55821,Rumex acetosa,2
55891,Geum urbanum,2
56015,Tamarix ramosissima,2
56027,Narcissus tazetta,2
56129,Veronica hederifolia,2
56136,Primula vulgaris,2
56163,Verbena officinalis,2
56437,Aneura pinguis,2
56461,Pellia neesiana,2
56934,Scilla bifolia,2
